Sample Number,Follow Number,Date_Collected,Who_Collected,Time_Collected,Orangutan_ID,First_Urine_Day,Dirt_Fecal,CAMP/LAB_specgravitymeter,Site,Species,Age_Class,Creatinine_Result,CV,Status
826,6964,17-Apr-15,Isman,8:07:00 AM,Wodan,FALSE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.027,0.8,ok
827,6967,18-Apr-15,Abuk,6:40:00 AM,Wodan,FALSE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.707,2.4,ok
828,6972,19-Apr-15,Isman,4:57:00 AM,Wodan,TRUE,FALSE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.380,9.5,ok
829,6977,20-Apr-15,Suwi,2:40:00 PM,Wodan,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.571,0.2,ok
830,,22-Apr-15,Allie,6:35:00 AM,Wodan,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.496,2.7,ok
831,6986,23-Apr-15,Allie,2:11:00 PM,Tomi,FALSE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.419,0.9,ok
832,6991,24-Apr-15,Suwi,4:52:00 AM,Mindy,TRUE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
833,6993,24-Apr-15,Abuk,5:31:00 AM,Tomi,FALSE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.327,10.0,ok
834,6998,25-Apr-15,Allie,5:22:00 AM,Tomi,TRUE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.011,14.3,ok
835,7000,25-Apr-15,Abuk,5:00:00 AM,Mindy,TRUE,FALSE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.277,0.8,ok
836,7003,26-Apr-15,Suwi,11:30:00 AM,Mindy,FALSE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.009,8.4,ok
837,7002,26-Apr-15,Idun,10:30:00 AM,Tomi,FALSE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.373,1.3,ok
838,7006,27-Apr-15,Abuk,5:11:00 AM,Tomi,FALSE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.394,0.8,ok
839,7007,27-Apr-15,Suwi,4:53:00 AM,Kondor,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.089,1.7,ok
840,7013,28-Apr-15,Suwi,10:16:00 AM,Tomi,FALSE,TRUE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.239,0.8,ok
841,7018,01-May-15,Abuk,10:01:00 AM,Otto,FALSE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.194,2.2,ok
842,7019,02-May-15,Suwi,10:01:00 AM,Jinak,FALSE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,-0.061,9.9,ok
843,7020,02-May-15,Abuk,5:31:00 AM,Otto,FALSE,TRUE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.033,3.8,ok
844,7021,03-May-15,Abuk,4:44:00 AM,Jinak,TRUE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.122,6.2,ok
845,7023,03-May-15,Allie,9:01:00 AM,Otto,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.172,1.3,ok
846,7024,04-May-15,Abuk,6:54:00 AM,Dayak,FALSE,FALSE,1.003,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.210,1.9,ok
847,7025,04-May-15,Allie,2:45:00 PM,Otto,FALSE,FALSE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.145,3.4,ok
848,7026,04-May-15,Suwi,6:06:00 AM,Jinak,FALSE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.064,1.0,ok
850,7030,05-May-15,Isman,7:25:00 AM,Juni,FALSE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.030,24.2,rerun
851,7031,05-May-15,Suwi,5:13:00 AM,Dayak,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.334,2.9,ok
852,7034,06-May-15,Isman,4:25:00 AM,Dayak,TRUE,FALSE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.700,1.4,ok
853,7033,06-May-15,Hesti,8:40:00 AM,Juni,FALSE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,-0.066,3.7,ok
854,7035,07-May-15,Abuk,5:38:00 AM,Dayak,TRUE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.626,4.1,ok
855,7039,08-May-15,Suwi/Isman,4:54:00 AM,Milo,TRUE,TRUE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.293,2.4,ok
856,7043,09-May-15,Suwi,9:06:00 AM,Helium,FALSE,TRUE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.357,2.0,ok
857,7042,09-May-15,Abuk,5:04:00 AM,Niko,TRUE,TRUE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.158,4.6,ok
858,7041,09-May-15,Rahmatd,4:57:00 AM,Juni,TRUE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.152,3.0,ok
859,7044,10-May-15,Abuk,4:54:00 AM,Juni,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.169,2.8,ok
860,7046,10-May-15,Allie,5:08:00 AM,Helium,TRUE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.317,3.8,ok
861,7048,11-May-15,Suwi,6:54:00 AM,Helium,FALSE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.183,10.6,ok
862,7047,11-May-15,Idun,4:46:00 AM,Juni,TRUE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.413,1.8,ok
863,7054,13-May-15,Idun,5:16:00 AM,Dayak,TRUE,FALSE,1.010,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.527,1.5,ok
864,7053,13-May-15,Suwi,6:38:00 AM,Juni,FALSE,TRUE,1.005,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.014,2.6,ok
865,7059,14-May-15,Abuk,5:42:00 AM,Dayak,FALSE,FALSE,1.014,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.423,1.4,ok
866,7062,14-May-15,Allie,5:09:00 AM,Milo,TRUE,FALSE,1.012,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.303,0.3,ok
867,7065,15-May-15,Abuk,5:04:00 AM,Juni,TRUE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.152,1.0,ok
868,7066,15-May-15,Isman,4:55:00 AM,Milo,TRUE,FALSE,1.007,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.139,14.9,ok
869,7063,15-May-15,Suwi,5:24:00 AM,Dayak,TRUE,FALSE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.357,2.5,ok
765,6724,25-Dec-14,Abuk,5:26:00 AM,Wodan,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.259,0.4,ok
766,6740,10-Jan-15,Abuk,5:35:00 AM,Inul,TRUE,FALSE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,2.074,1.3,ok
767,6743,11-Jan-15,Abuk,6:12:00 AM,Fugit,TRUE,FALSE,1.049,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.541,1.6,ok
768,6744,11-Jan-15,Idun,6:48:00 AM,Inul,TRUE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.268,1.6,ok
769,6747,12-Jan-15,Abuk,5:48:00 AM,Inul,TRUE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.544,5.4,ok
770,6750,13-Jan-15,Idun,5:19:00 AM,Inul,TRUE,FALSE,1.055,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,2.537,4.4,ok
771,6764,16-Jan-15,Isman,5:31:00 AM,Kerry,TRUE,FALSE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.999,5.2,ok
772,6768,17-Jan-15,Suwi,5:22:00 AM,Mindy,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.845,2.8,ok
773,6766,17-Jan-15,Tono,6:48:00 AM,Kerry,TRUE,FALSE,1.045,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.18,4.7,ok
774,6772,18-Jan-15,Suwi,6:27:00 AM,Kerry,TRUE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.709,1.3,ok
775,6777,19-Jan-15,Idun,5:31:00 AM,Kino,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.515,2.4,ok
776,6774,19-Jan-15,Isman,4:51:00 AM,Mindy,TRUE,TRUE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.254,6.8,ok
777,6778,20-Jan-15,Idun,4:47:00 AM,Mindy,TRUE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.209,9.5,ok
778,6780,20-Jan-15,Tono,4:58:00 AM,Kerry,TRUE,FALSE,1.051,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.799,1.1,ok
779,6782,21-Jan-15,Rumaan,5:16:00 AM,Mindy,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.186,1.3,ok
780,6784,21-Jan-15,Abuk,5:36:00 AM,Kerry,TRUE,FALSE,1.046,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.778,0.4,ok
781,6785,21-Jan-15,Abuk,5:42:00 AM,Kerry,TRUE,FALSE,1.050,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.945,4,ok
782,6792,23-Jan-15,Tono,5:34:00 AM,Kondor,TRUE,TRUE,1.046,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,2.134,2.2,ok
943,7272,10-Aug-15,Idun,,Inul,TRUE,FALSE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
944,7274,11-Aug-15,Idun,5:17:00 AM,Mindy,TRUE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
945,7278,13-Aug-15,Abuk,8:41:00 AM,Inul,FALSE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
946,7286,19-Aug-15,Idun,6:46:00 AM,Ted,FALSE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
947,7293,20-Aug-15,Abuk,5:12:00 AM,Sugus,TRUE,TRUE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
948,7291,20-Aug-15,Idun,7:21:00 AM,Cinta,TRUE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
949,7298,22-Aug-15,Idun,5:47:00 AM,Ted,FALSE,FALSE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
950,7300,23-Aug-15,Abuk,5:45:00 AM,Ted,TRUE,TRUE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
951,7299,23-Aug-15,Idun,5:12:00 AM,Guapo,TRUE,FALSE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
952,7316,29-Aug-15,Abuk,11:25:00 AM,Kondor,FALSE,TRUE,1.099,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
953,7320,30-Aug-15,Idun,1:23:00 PM,Kondor,FALSE,FALSE,1.045,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
954,7326,31-Aug-15,Abuk,8:57:00 AM,Kiki,FALSE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
955,7325,31-Aug-15,Idun,3:38:00 PM,Jinak,FALSE,FALSE,1.053,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
956,7334,04-Sep-15,Suwi,5:35:00 AM,Wodan,FALSE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.621,0.4,ok
957,7337,05-Sep-15,Abuk,5:08:00 AM,Wodan,FALSE,FALSE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.674,0.8,ok
958,7339,06-Sep-15,Idun,7:12:00 AM,Wodan,FALSE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.485,1.7,ok
959,7355,13-Sep-15,Idun,12:40:00 PM,Otto,FALSE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.149,3.7,ok
960,7357,14-Sep-15,Idun,5:11:00 AM,Otto,TRUE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.341,1.2,ok
961,7359,15-Sep-15,Tono,4:40:00 AM,Otto,TRUE,FALSE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.379,1.4,ok
962,7361,16-Sep-15,Abuk,6:18:00 AM,Otto,FALSE,TRUE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.152,2.6,ok
963,7365,17-Sep-15,Idun,8:02:00 AM,Otto,FALSE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.966,1.3,ok
964,7368,17-Sep-15,Abuk,5:07:00 AM,Wilma,TRUE,FALSE,1.015,Tuanan,Pongo pygmaeus wurmbii,semi-independent immature (juveniles),0.489,0.8,ok
965,7365,17-Sep-15,Wendy Erb,4:42:00 AM,Otto,TRUE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
966,7370,18-Sep-15,Wendy Erb,5:03:00 AM,Otto,FALSE,FALSE,1.027,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.976,1.5,ok
967,7381,23-Sep-15,Abuk,4:57:00 AM,Tomi,FALSE,FALSE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.684,1.1,ok
968,7385,24-Sep-15,Wendy Erb,6:25:00 AM,Tomi,FALSE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.681,1.8,ok
969,7388,25-Sep-15,Wendy Erb,4:56:00 AM,Tomi,TRUE,FALSE,1.034,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.766,1.8,ok
970,7391,26-Sep-15,Wendy Erb,12:18:00 PM,Wodan,FALSE,FALSE,1.037,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.833,2.4,ok
971,7389,26-Sep-15,Abuk,5:02:00 AM,Tomi,TRUE,FALSE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.742,2.9,ok
972,7392,27-Sep-15,Idun,6:38:00 AM,Wodan,FALSE,TRUE,1.043,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
973,7392,27-Sep-15,Idun,7:55:00 AM,Wodan,FALSE,TRUE,1.039,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.925,2.8,ok
974,7393,28-Sep-15,Isman,5:15:00 AM,Wodan,TRUE,FALSE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.745,1.5,ok
975,7395,29-Sep-15,Idun,9:55:00 AM,Wodan,FALSE,FALSE,1.038,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.886,1.9,ok
976,7401,02-Oct-15,Abuk,5:42:00 AM,Gismo,FALSE,FALSE,1.047,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.934,1.4,ok
977,7409,03-Oct-15,Tono,7:19:00 AM,Henk,FALSE,FALSE,1.042,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
978,7407,03-Oct-15,Suwi,4:55:00 AM,Mindy,TRUE,FALSE,1.050,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.850,2.2,ok
979,7414,04-Oct-15,Idun,4:59:00 AM,Henk,TRUE,TRUE,1.055,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.889,1.9,ok
980,7426,08-Oct-15,Tono,7:58:00 AM,Niko,TRUE,FALSE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.685,2.5,ok
981,7424,08-Oct-15,Abuk,5:36:00 AM,Inul,TRUE,FALSE,1.044,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,1.023,2.2,ok
982,7429,09-Oct-15,Abuk,4:48:00 AM,Niko,TRUE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.758,0.6,ok
983,7434,10-Oct-15,Abuk,6:03:00 AM,Niko,FALSE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.951,1.1,ok
984,7445,14-Oct-15,Idun,4:54:00 AM,Tomi,TRUE,FALSE,1.040,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.772,1.0,ok
985,7449,15-Oct-15,Abuk,4:35:00 AM,Tomi,TRUE,TRUE,1.041,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.809,3.4,ok
986,7450,15-Oct-15,Tono,5:44:00 AM,Niko,TRUE,TRUE,1.036,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.869,0.4,ok
987,7451,16-Oct-15,Rebecca Brittain,2:16:00 PM,Niko,FALSE,TRUE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
988,7434,17-Oct-15,Rebecca Brittain,1:13:00 PM,Niko,FALSE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
989,7453,08-Nov-15,Rebecca Brittain,1:49:00 PM,Milo,FALSE,FALSE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.397,0.9,ok
990,7460,16-Nov-15,Abuk,4:49:00 AM,Tuko,TRUE,FALSE,1.031,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.735,0.3,ok
991,7464,17-Nov-15,Tono,9:31:00 AM,Tuko,FALSE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
992,7464,17-Nov-15,Tono,1:19:00 PM,Tuko,FALSE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.892,1.2,ok
993,7470,19-Nov-15,Abuk,8:55:00 AM,Niko,FALSE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.621,3.5,ok
994,7475,21-Nov-15,Beth Barrow,8:18:00 AM,Niko,FALSE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.503,1.2,ok
995,7475,21-Nov-15,Rahmadt,5:28:00 AM,Niko,TRUE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
996,7481,22-Nov-15,Beth Barrow,9:38:00 AM,Wodan,FALSE,TRUE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.161,0.5,ok
997,7478,22-Nov-15,Idun,4:41:00 AM,Bella,TRUE,FALSE,1.031,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),0.595,2.6,ok
998,7486,23-Nov-15,Abuk,6:10:00 AM,Wodan,FALSE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.730,3.7,ok
999,7490,24-Nov-15,Isman,8:02:00 AM,Wodan,FALSE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.006,3.0,ok
1000,7493,25-Nov-15,Tono,6:15:00 AM,Wodan,TRUE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.059,0.8,ok
1001,7491,25-Nov-15,Isman,5:02:00 AM,Cinta,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.185,6.5,ok
1002,7497,26-Nov-15,Suga,7:24:00 AM,Wodan,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1003,7497,26-Nov-15,Suga,8:30:00 AM,Wodan,FALSE,FALSE,1.027,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,1.214,1.7,ok
1004,7502,27-Nov-15,Misdi,4:50:00 AM,Wodan,TRUE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,0.980,3.7,ok
1005,7506,28-Nov-15,Abuk,5:12:00 AM,Milo,TRUE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.594,3.6,ok
1006,7508,29-Nov-15,Rebecca Brittain,2:59:00 PM,Charlie,FALSE,FALSE,1.020,Tuanan,Pongo pygmaeus wurmbii,semi-independent immature (juveniles),,,
1007,7507,29-Nov-15,Abuk,5:13:00 AM,Cinta,TRUE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.252,4.8,ok
1008,7509,29-Nov-15,Suwi,5:24:00 AM,Milo,TRUE,FALSE,1.027,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.603,2.0,ok
1009,7512,30-Nov-15,Abuk,6:07:00 AM,Milo,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,0.274,1.4,ok
1010,7522,02-Dec-15,Beth Barrow,7:32:00 AM,Niko,TRUE,FALSE,1.011,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1011,7521,02-Dec-15,Isman,5:00:00 AM,Milo,TRUE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1012,7523,02-Dec-15,Rebecca,10:39:00 AM,Ted,FALSE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1013,7524,02-Dec-15,Julia Morchen,11:40:00 AM,Tina,FALSE,TRUE,1.017,Tuanan,Pongo pygmaeus wurmbii,adult female no dependent,,,
1014,7525,03-Dec-15,Tono,5:37:00 AM,Milo,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1015,7526,03-Dec-15,Rebecca,9:21:00 AM,Ted,FALSE,TRUE,1.008,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1016,7529,04-Dec-15,Abuk,5:30:00 AM,Milo,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1017,7530,04-Dec-15,Rebecca Brittain,10:16:00 AM,Ted,FALSE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1018,7532,05-Dec-15,Isman,4:57:00 AM,Milo,TRUE,FALSE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1019,7533,05-Dec-15,Suwi,4:45:00 AM,Ted,TRUE,TRUE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1020,7537,06-Dec-15,Suwi,5:08:00 AM,Milo,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1021,7541,06-Dec-15,Isman,7:05:00 AM,Tomi,FALSE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1022,7538,06-Dec-15,Julia Morchen,4:44:00 AM,Ted,TRUE,TRUE,1.018,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1023,7546,07-Dec-15,Abuk,5:17:00 AM,Tomi,FALSE,FALSE,1.016,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1024,7542,07-Dec-15,Misdi,5:18:00 AM,Milo,TRUE,FALSE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1025,7543,07-Dec-15,Rebecca Brittain,5:16:00 AM,Ted,TRUE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1026,7547,08-Dec-15,Suwi,7:40:00 AM,Tomi,FALSE,FALSE,1.024,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1027,7550,09-Dec-15,Isman,5:03:00 AM,Tomi,FALSE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1028,7552,10-Dec-15,Abuk,5:28:00 AM,Tomi,FALSE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1029,7554,10-Dec-15,Isman,4:35:00 AM,Dayak,TRUE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1030,7556,11-Dec-15,Abuk,5:06:00 AM,Anton,TRUE,TRUE,1.021,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1031,7557,11-Dec-15,Idun,5:07:00 AM,Dayak,TRUE,FALSE,1.026,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1032,7559,12-Dec-15,Tono,4:44:00 AM,Anton,TRUE,FALSE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1033,7562,15-Dec-15,Suwi,5:20:00 AM,Dayak,TRUE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1034,7565,16-Dec-15,Rahmadt,5:24:00 AM,Dayak,TRUE,TRUE,1.013,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1035,7566,16-Dec-15,Tono,5:05:00 AM,Kondor,TRUE,FALSE,1.027,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1036,7567,16-Dec-15,Idun,8:21:00 AM,Streisel,FALSE,FALSE,1.022,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,
1037,7569,17-Dec-15,Rebecca Brittain,9:47:00 AM,Kondor,FALSE,TRUE,1.019,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1038,7570,17-Dec-15,Abuk,8:57:00 AM,Streisel,FALSE,FALSE,1.017,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,
1039,7572,18-Dec-15,Abuk,4:36:00 AM,Kondor,TRUE,FALSE,1.032,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
1040,7580,20-Dec-15,Rahmadt,5:19:00 AM,Streisel,TRUE,FALSE,1.009,Tuanan,Pongo pygmaeus wurmbii,independent immature (older juvs),,,
1041,7581,20-Dec-15,Sony,5:35:00 AM,Sony,TRUE,FALSE,1.043,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),,,
1042,7585,21-Dec-15,Suwi,5:07:00 AM,Dayak,FALSE,FALSE,1.028,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1043,7584,21-Dec-15,Abuk,5:19:00 AM,Sony,TRUE,TRUE,1.022,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),,,
1044,7586,22-Dec-15,Alex Kissling,5:01:00 AM,Sony,FALSE,FALSE,1.025,Tuanan,Pongo pygmaeus wurmbii,dependent immature non-clinging infant (4yrs-weaned),,,
1045,7597,02-Jan-16,Suwi,4:59:00 AM,Rudolf,TRUE,TRUE,1.030,Tuanan,Pongo pygmaeus wurmbii,adult unflanged male,,,
1046,7601,04-Jan-16,Rebecca Brittain,6:21:00 AM,Apoi,TRUE,FALSE,1.027,Tuanan,Pongo pygmaeus wurmbii,adult flanged male,,,
1047,7610,08-Jan-16,Tono,9:02:00 AM,Pinky,FALSE,TRUE,1.023,Tuanan,Pongo pygmaeus wurmbii,adult female with dependent,,,
